"","mediator","lhs","op","rhs","label","est.std","pvalue","ci.lower","ci.upper","pvalue_adj","significant","type"
"76","brain_bio.volume_of_thalamus_.right..0.imaging","te",":=","c+a*b","te",0.0749829685050949,3.33066907387547e-15,0.0563359234867679,0.093630013523422,9.05621849846731e-15,TRUE,"volume"
"77","brain_bio.volume_of_thalamus_.right..0.imaging","pm",":=","(a*b)/(c+a*b)","pm",0.244618406871826,4.2967407409833e-11,0.171903502341344,0.317333311402309,9.37760479226473e-11,TRUE,"volume"
"78","brain_bio.volume_of_caudate_.left..0.imaging","brain_bio.volume_of_caudate_.left..0.imaging","~","heart_latent_pc2","a",0.0810087173102362,0,0.0632673318969696,0.0987501027235029,0,TRUE,"volume"
"81","brain_bio.volume_of_caudate_.left..0.imaging","cog_latent_g","~","heart_latent_pc2","c",0.0684094045832448,6.79456491070596e-13,0.0497444709333045,0.087074338233185,1.52127929735897e-12,TRUE,"volume"
"82","brain_bio.volume_of_caudate_.left..0.imaging","cog_latent_g","~","brain_bio.volume_of_caudate_.left..0.imaging","b",0.081146427916575,0,0.062428798514775,0.0998640573183749,0,TRUE,"volume"
"85","brain_bio.volume_of_caudate_.left..0.imaging","de",":=","c","de",0.0684094045832448,6.79456491070596e-13,0.0497444709333045,0.087074338233185,1.52127929735897e-12,TRUE,"volume"
"86","brain_bio.volume_of_caudate_.left..0.imaging","ie",":=","a*b","ie",0.00657356803982928,7.46887662828044e-10,0.00448059731456917,0.00866653876508939,1.58310050723351e-09,TRUE,"volume"
"87","brain_bio.volume_of_caudate_.left..0.imaging","te",":=","c+a*b","te",0.074982972623074,3.33066907387547e-15,0.0563359276741609,0.0936300175719871,9.05621849846731e-15,TRUE,"volume"
"88","brain_bio.volume_of_caudate_.left..0.imaging","pm",":=","(a*b)/(c+a*b)","pm",0.0876674771600938,6.78683735211294e-07,0.0530766914428655,0.122258262877322,1.33647091632639e-06,TRUE,"volume"
"89","brain_bio.volume_of_caudate_.right..0.imaging","brain_bio.volume_of_caudate_.right..0.imaging","~","heart_latent_pc2","a",0.0842122231046878,0,0.0664022611883928,0.102022185020983,0,TRUE,"volume"
"92","brain_bio.volume_of_caudate_.right..0.imaging","cog_latent_g","~","heart_latent_pc2","c",0.0674633221351817,1.37445610448594e-12,0.0488047714679423,0.0861218728024211,3.06801962018031e-12,TRUE,"volume"
"93","brain_bio.volume_of_caudate_.right..0.imaging","cog_latent_g","~","brain_bio.volume_of_caudate_.right..0.imaging","b",0.0892940569810138,0,0.070678767848948,0.107909346113079,0,TRUE,"volume"
"96","brain_bio.volume_of_caudate_.right..0.imaging","de",":=","c","de",0.0674633221351817,1.37445610448594e-12,0.0488047714679423,0.0861218728024211,3.06801962018031e-12,TRUE,"volume"
"97","brain_bio.volume_of_caudate_.right..0.imaging","ie",":=","a*b","ie",0.00751965104840784,4.33000302280107e-11,0.00528398285224954,0.00975531924456613,9.4361991800598e-11,TRUE,"volume"
"98","brain_bio.volume_of_caudate_.right..0.imaging","te",":=","c+a*b","te",0.0749829731835896,3.33066907387547e-15,0.0563359281226109,0.0936300182445682,9.05621849846731e-15,TRUE,"volume"
"99","brain_bio.volume_of_caudate_.right..0.imaging","pm",":=","(a*b)/(c+a*b)","pm",0.100284781052848,2.00623127000199e-07,0.0624768064611319,0.138092755644564,3.99986353792448e-07,TRUE,"volume"
"100","brain_bio.volume_of_putamen_.left..0.imaging","brain_bio.volume_of_putamen_.left..0.imaging","~","heart_latent_pc2","a",0.0917181241883456,0,0.075331664486926,0.108104583889765,0,TRUE,"volume"
"103","brain_bio.volume_of_putamen_.left..0.imaging","cog_latent_g","~","heart_latent_pc2","c",0.0641883792283368,1.55320201145059e-11,0.0455305297574176,0.082846228699256,3.40500768829184e-11,TRUE,"volume"
"104","brain_bio.volume_of_putamen_.left..0.imaging","cog_latent_g","~","brain_bio.volume_of_putamen_.left..0.imaging","b",0.117693499787019,0,0.0975441342535958,0.137842865320443,0,TRUE,"volume"
"107","brain_bio.volume_of_putamen_.left..0.imaging","de",":=","c","de",0.0641883792283368,1.55320201145059e-11,0.0455305297574176,0.082846228699256,3.40500768829184e-11,TRUE,"volume"
"108","brain_bio.volume_of_putamen_.left..0.imaging","ie",":=","a*b","ie",0.0107946270296269,2.44249065417534e-15,0.00812052519972443,0.0134687288595293,9.05621849846731e-15,TRUE,"volume"
"109","brain_bio.volume_of_putamen_.left..0.imaging","te",":=","c+a*b","te",0.0749830062579637,3.33066907387547e-15,0.0563359612743914,0.093630051241536,9.05621849846731e-15,TRUE,"volume"
"110","brain_bio.volume_of_putamen_.left..0.imaging","pm",":=","(a*b)/(c+a*b)","pm",0.143960979538353,7.34807925617531e-09,0.0951680363662615,0.192753922710444,1.51599222802719e-08,TRUE,"volume"
"111","brain_bio.volume_of_pallidum_.left..0.imaging","brain_bio.volume_of_pallidum_.left..0.imaging","~","heart_latent_pc2","a",0.0914323824632831,0,0.0735931015031896,0.109271663423377,0,TRUE,"volume"
"114","brain_bio.volume_of_pallidum_.left..0.imaging","cog_latent_g","~","heart_latent_pc2","c",0.0664138773037613,3.07665004584123e-12,0.0477494853145838,0.0850782692929388,6.82617227365378e-12,TRUE,"volume"
"115","brain_bio.volume_of_pallidum_.left..0.imaging","cog_latent_g","~","brain_bio.volume_of_pallidum_.left..0.imaging","b",0.0937205502155886,0,0.0751650156069216,0.112276084824256,0,TRUE,"volume"
"118","brain_bio.volume_of_pallidum_.left..0.imaging","de",":=","c","de",0.0664138773037613,3.07665004584123e-12,0.0477494853145838,0.0850782692929388,6.82617227365378e-12,TRUE,"volume"
"119","brain_bio.volume_of_pallidum_.left..0.imaging","ie",":=","a*b","ie",0.00856909319198102,1.90181204118289e-12,0.00618393038164766,0.0109542560023144,4.23873562512127e-12,TRUE,"volume"
"120","brain_bio.volume_of_pallidum_.left..0.imaging","te",":=","c+a*b","te",0.0749829704957423,3.33066907387547e-15,0.0563359255393324,0.0936300154521522,9.05621849846731e-15,TRUE,"volume"
"121","brain_bio.volume_of_pallidum_.left..0.imaging","pm",":=","(a*b)/(c+a*b)","pm",0.114280524435446,6.46533113712877e-08,0.0728433517039594,0.155717697166933,1.30280850722143e-07,TRUE,"volume"
"122","brain_bio.volume_of_pallidum_.right..0.imaging","brain_bio.volume_of_pallidum_.right..0.imaging","~","heart_latent_pc2","a",0.106410955328676,0,0.088798634469638,0.124023276187713,0,TRUE,"volume"
"125","brain_bio.volume_of_pallidum_.right..0.imaging","cog_latent_g","~","heart_latent_pc2","c",0.0652048313200982,8.26161361544564e-12,0.0465041655427197,0.0839054970974767,1.82201403722947e-11,TRUE,"volume"
"126","brain_bio.volume_of_pallidum_.right..0.imaging","cog_latent_g","~","brain_bio.volume_of_pallidum_.right..0.imaging","b",0.0918903914765592,0,0.0731219446738248,0.110658838279294,0,TRUE,"volume"
"129","brain_bio.volume_of_pallidum_.right..0.imaging","de",":=","c","de",0.0652048313200982,8.26161361544564e-12,0.0465041655427197,0.0839054970974767,1.82201403722947e-11,TRUE,"volume"
"130","brain_bio.volume_of_pallidum_.right..0.imaging","ie",":=","a*b","ie",0.00977814434254667,9.74775815620887e-14,0.00720372285009923,0.0123525658349941,2.21965205074044e-13,TRUE,"volume"
"131","brain_bio.volume_of_pallidum_.right..0.imaging","te",":=","c+a*b","te",0.0749829756626449,3.33066907387547e-15,0.0563359308000859,0.0936300205252038,9.05621849846731e-15,TRUE,"volume"
"132","brain_bio.volume_of_pallidum_.right..0.imaging","pm",":=","(a*b)/(c+a*b)","pm",0.130404858651375,2.90836952299145e-08,0.0843267908382305,0.176482926464519,5.90913200044257e-08,TRUE,"volume"
"133","brain_bio.volume_of_hippocampus_.left..0.imaging","brain_bio.volume_of_hippocampus_.left..0.imaging","~","heart_latent_pc2","a",0.0437571036981281,2.15706130779481e-06,0.0256566165169183,0.0618575908793379,4.15319003110754e-06,TRUE,"volume"
"136","brain_bio.volume_of_hippocampus_.left..0.imaging","cog_latent_g","~","heart_latent_pc2","c",0.0705976745578203,9.65894031423886e-14,0.0520132178115768,0.0891821313040638,2.20283739569696e-13,TRUE,"volume"
"137","brain_bio.volume_of_hippocampus_.left..0.imaging","cog_latent_g","~","brain_bio.volume_of_hippocampus_.left..0.imaging","b",0.100219313708607,0,0.0818808584937051,0.118557768923508,0,TRUE,"volume"
"140","brain_bio.volume_of_hippocampus_.left..0.imaging","de",":=","c","de",0.0705976745578203,9.65894031423886e-14,0.0520132178115768,0.0891821313040638,2.20283739569696e-13,TRUE,"volume"
"141","brain_bio.volume_of_hippocampus_.left..0.imaging","ie",":=","a*b","ie",0.00438530690250273,1.4819373325814e-05,0.00240092989931605,0.00636968390568941,2.72832267362607e-05,TRUE,"volume"
"142","brain_bio.volume_of_hippocampus_.left..0.imaging","te",":=","c+a*b","te",0.074982981460323,3.33066907387547e-15,0.0563359365058585,0.0936300264147876,9.05621849846731e-15,TRUE,"volume"
"143","brain_bio.volume_of_hippocampus_.left..0.imaging","pm",":=","(a*b)/(c+a*b)","pm",0.058484029537065,8.17086847550996e-05,0.0293860550203452,0.0875820040537848,0.000145161202022647,TRUE,"volume"
"144","brain_bio.volume_of_hippocampus_.right..0.imaging","brain_bio.volume_of_hippocampus_.right..0.imaging","~","heart_latent_pc2","a",0.0533053789275364,6.30223873088198e-09,0.0353186321390862,0.0712921257159865,1.30204960296733e-08,TRUE,"volume"
"147","brain_bio.volume_of_hippocampus_.right..0.imaging","cog_latent_g","~","heart_latent_pc2","c",0.0691288499287263,3.03979064142368e-13,0.050549677760811,0.0877080220966416,6.84767539591766e-13,TRUE,"volume"
"148","brain_bio.volume_of_hippocampus_.right..0.imaging","cog_latent_g","~","brain_bio.volume_of_hippocampus_.right..0.imaging","b",0.109822296197228,0,0.0914105021338932,0.128234090260563,0,TRUE,"volume"
"151","brain_bio.volume_of_hippocampus_.right..0.imaging","de",":=","c","de",0.0691288499287263,3.03979064142368e-13,0.050549677760811,0.0877080220966416,6.84767539591766e-13,TRUE,"volume"
"152","brain_bio.volume_of_hippocampus_.right..0.imaging","ie",":=","a*b","ie",0.00585411911348538,2.00672963357462e-07,0.00364706087109106,0.0080611773558797,3.99986353792448e-07,TRUE,"volume"
"153","brain_bio.volume_of_hippocampus_.right..0.imaging","te",":=","c+a*b","te",0.0749829690422116,3.33066907387547e-15,0.0563359240302443,0.093630014054179,9.05621849846731e-15,TRUE,"volume"
"154","brain_bio.volume_of_hippocampus_.right..0.imaging","pm",":=","(a*b)/(c+a*b)","pm",0.0780726502066063,5.87454968581369e-06,0.0442998659763373,0.111845434436875,1.11072783905295e-05,TRUE,"volume"
"155","brain_bio.volume_of_amygdala_.left..0.imaging","brain_bio.volume_of_amygdala_.left..0.imaging","~","heart_latent_pc2","a",0.0362199744919438,0.000107365184135011,0.0178920417489107,0.0545479072349768,0.000188916490266269,TRUE,"volume"
"158","brain_bio.volume_of_amygdala_.left..0.imaging","cog_latent_g","~","heart_latent_pc2","c",0.072666418601286,2.06501482580279e-14,0.0540400705517053,0.0912927666508668,4.76866061029185e-14,TRUE,"volume"
"159","brain_bio.volume_of_amygdala_.left..0.imaging","cog_latent_g","~","brain_bio.volume_of_amygdala_.left..0.imaging","b",0.0639579113733673,5.90016924206793e-12,0.0457430823336187,0.0821727404131159,1.30513518121533e-11,TRUE,"volume"
"162","brain_bio.volume_of_amygdala_.left..0.imaging","de",":=","c","de",0.072666418601286,2.06501482580279e-14,0.0540400705517053,0.0912927666508668,4.76866061029185e-14,TRUE,"volume"
"163","brain_bio.volume_of_amygdala_.left..0.imaging","ie",":=","a*b","ie",0.00231655391850137,0.000739619402621683,0.000971044225027016,0.00366206361197571,0.0012265841502328,TRUE,"volume"
"164","brain_bio.volume_of_amygdala_.left..0.imaging","te",":=","c+a*b","te",0.0749829725197874,3.33066907387547e-15,0.0563359275664183,0.0936300174731565,9.05621849846731e-15,TRUE,"volume"
"165","brain_bio.volume_of_amygdala_.left..0.imaging","pm",":=","(a*b)/(c+a*b)","pm",0.0308943996303967,0.00156961861899618,0.0117414599627746,0.0500473392980188,0.00251515140364203,TRUE,"volume"
"166","brain_bio.volume_of_amygdala_.right..0.imaging","brain_bio.volume_of_amygdala_.right..0.imaging","~","heart_latent_pc2","a",0.0213882021571319,0.0234343162729562,0.00289087286937696,0.0398855314448868,0.0315099444584265,TRUE,"volume"
"169","brain_bio.volume_of_amygdala_.right..0.imaging","cog_latent_g","~","heart_latent_pc2","c",0.0737973093569506,8.21565038222616e-15,0.0551720514941173,0.0924225672197839,1.92746757771207e-14,TRUE,"volume"
"170","brain_bio.volume_of_amygdala_.right..0.imaging","cog_latent_g","~","brain_bio.volume_of_amygdala_.right..0.imaging","b",0.0554357004886062,1.83819159893517e-09,0.0373616673267116,0.0735097336505008,3.84634401427259e-09,TRUE,"volume"
"173","brain_bio.volume_of_amygdala_.right..0.imaging","de",":=","c","de",0.0737973093569506,8.21565038222616e-15,0.0551720514941173,0.0924225672197839,1.92746757771207e-14,TRUE,"volume"
"174","brain_bio.volume_of_amygdala_.right..0.imaging","ie",":=","a*b","ie",0.00118566996877252,0.0339735012025117,8.97042488310011e-05,0.00228163568871405,0.0445013537568075,TRUE,"volume"
"175","brain_bio.volume_of_amygdala_.right..0.imaging","te",":=","c+a*b","te",0.0749829793257231,3.33066907387547e-15,0.056335934356893,0.0936300242945532,9.05621849846731e-15,TRUE,"volume"
"176","brain_bio.volume_of_amygdala_.right..0.imaging","pm",":=","(a*b)/(c+a*b)","pm",0.0158125214473277,0.0381389799112368,0.000864802147091906,0.0307602407475634,0.0497362051856643,TRUE,"volume"
"177","brain_bio.volume_of_accumbens_.left..0.imaging","brain_bio.volume_of_accumbens_.left..0.imaging","~","heart_latent_pc2","a",0.0649407653545097,6.18616269321137e-13,0.0472536653338887,0.0826278653751306,1.38928936209373e-12,TRUE,"volume"
"180","brain_bio.volume_of_accumbens_.left..0.imaging","cog_latent_g","~","heart_latent_pc2","c",0.0694060778614756,2.88213897192691e-13,0.0507707163030793,0.088041439419872,6.51248299186556e-13,TRUE,"volume"
"181","brain_bio.volume_of_accumbens_.left..0.imaging","cog_latent_g","~","brain_bio.volume_of_accumbens_.left..0.imaging","b",0.0858767576176159,0,0.0670858999153959,0.104667615319836,0,TRUE,"volume"
"184","brain_bio.volume_of_accumbens_.left..0.imaging","de",":=","c","de",0.0694060778614756,2.88213897192691e-13,0.0507707163030793,0.088041439419872,6.51248299186556e-13,TRUE,"volume"
"185","brain_bio.volume_of_accumbens_.left..0.imaging","ie",":=","a*b","ie",0.0055769023658517,2.0736967476509e-08,0.00362702027246577,0.00752678445923762,4.21909808546953e-08,TRUE,"volume"
"186","brain_bio.volume_of_accumbens_.left..0.imaging","te",":=","c+a*b","te",0.0749829802273273,3.33066907387547e-15,0.0563359352484291,0.0936300252062256,9.05621849846731e-15,TRUE,"volume"
"187","brain_bio.volume_of_accumbens_.left..0.imaging","pm",":=","(a*b)/(c+a*b)","pm",0.0743755762833658,2.61099257459207e-06,0.0433550984882993,0.105396054078432,5.01406015303517e-06,TRUE,"volume"
"188","brain_bio.volume_of_accumbens_.right..0.imaging","brain_bio.volume_of_accumbens_.right..0.imaging","~","heart_latent_pc2","a",0.0551520622229941,7.2113137683516e-10,0.0376079352118269,0.0726961892341614,1.53071321114649e-09,TRUE,"volume"
"191","brain_bio.volume_of_accumbens_.right..0.imaging","cog_latent_g","~","heart_latent_pc2","c",0.0699766764393765,1.74749104076e-13,0.0513590142941632,0.0885943385845898,3.96691253234252e-13,TRUE,"volume"
"192","brain_bio.volume_of_accumbens_.right..0.imaging","cog_latent_g","~","brain_bio.volume_of_accumbens_.right..0.imaging","b",0.0907727696908159,0,0.0718267048251021,0.10971883455653,0,TRUE,"volume"
"195","brain_bio.volume_of_accumbens_.right..0.imaging","de",":=","c","de",0.0699766764393765,1.74749104076e-13,0.0513590142941632,0.0885943385845898,3.96691253234252e-13,TRUE,"volume"
"196","brain_bio.volume_of_accumbens_.right..0.imaging","ie",":=","a*b","ie",0.00500630544214139,2.62578011334114e-07,0.00310047293389141,0.00691213795039138,5.21962506314164e-07,TRUE,"volume"
"197","brain_bio.volume_of_accumbens_.right..0.imaging","te",":=","c+a*b","te",0.0749829818815179,3.33066907387547e-15,0.0563359368652609,0.0936300268977749,9.05621849846731e-15,TRUE,"volume"
"198","brain_bio.volume_of_accumbens_.right..0.imaging","pm",":=","(a*b)/(c+a*b)","pm",0.0667658889593369,8.6719491994014e-06,0.0373454553036585,0.0961863226150153,1.62089418962128e-05,TRUE,"volume"
"199","brain_bio.volume_of_brain_stem_._4th_ventricle.0.imaging","brain_bio.volume_of_brain_stem_._4th_ventricle.0.imaging","~","heart_latent_pc2","a",0.101561076515225,0,0.0848067326130011,0.118315420417449,0,TRUE,"volume"
"202","brain_bio.volume_of_brain_stem_._4th_ventricle.0.imaging","cog_latent_g","~","heart_latent_pc2","c",0.0622512044579306,6.1721738831011e-11,0.0435938181313125,0.0809085907845488,1.3371528397705e-10,TRUE,"volume"
"203","brain_bio.volume_of_brain_stem_._4th_ventricle.0.imaging","cog_latent_g","~","brain_bio.volume_of_brain_stem_._4th_ventricle.0.imaging","b",0.125360806014509,0,0.105715853383837,0.145005758645181,0,TRUE,"volume"
"206","brain_bio.volume_of_brain_stem_._4th_ventricle.0.imaging","de",":=","c","de",0.0622512044579306,6.1721738831011e-11,0.0435938181313125,0.0809085907845488,1.3371528397705e-10,TRUE,"volume"
"207","brain_bio.volume_of_brain_stem_._4th_ventricle.0.imaging","ie",":=","a*b","ie",0.0127317784116498,0,0.00983057926080753,0.0156329775624921,0,TRUE,"volume"
"208","brain_bio.volume_of_brain_stem_._4th_ventricle.0.imaging","te",":=","c+a*b","te",0.0749829828695805,3.33066907387547e-15,0.0563359379225317,0.0936300278166293,9.05621849846731e-15,TRUE,"volume"
