"","rowname","Mode1","Mode2","Mode3","rowname","Mode1","Mode2","Mode3"
"61","heart_shape_MajorAxis_MYO_ED",-0.748314118799756,-0.168512293399207,-0.144570821107178,"brain_bio.weighted.mean_mo_in_tract_acoustic_radiation_.left..0.imaging",-0.0106044857214431,0.0742117894167344,-0.0946669543152237
"62","heart_shape_MinorAxis_MYO_ED",-0.708941847920329,-0.245909002398393,-0.168517360554979,"brain_bio.weighted.mean_mo_in_tract_acoustic_radiation_.right..0.imaging",-0.0339335277170296,0.0387437369583302,-0.0621278639388827
"63","heart_shape_LeastAxis_MYO_ED",-0.737595618507573,-0.310030387424865,-0.139707744790679,"brain_bio.weighted.mean_mo_in_tract_anterior_thalamic_radiation_.left..0.imaging",-0.0907989403286197,0.00431355901308941,0.0994588469714651
"64","heart_shape_Elongation_MYO_ED",0.107842651492997,-0.0727403522973338,-0.014937178917454,"brain_bio.weighted.mean_mo_in_tract_anterior_thalamic_radiation_.right..0.imaging",-0.180588770171323,-0.0325936263924249,0.089584407037122
"65","heart_shape_Flatness_MYO_ED",0.081807061734112,-0.147998254225763,0.0188886865195734,"brain_bio.weighted.mean_mo_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging",-0.118638862057967,-0.259161750910832,-0.204707303492564
"66","heart_shape_Volume_MYO_ES",-0.905734691144569,0.0199645382184807,-0.102395884658889,"brain_bio.weighted.mean_mo_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging",-0.0682007866229406,-0.182029134752617,-0.124284869640824
"67","heart_shape_SurfaceArea_MYO_ES",-0.842481833610186,-0.157524279685331,-0.124480495852326,"brain_bio.weighted.mean_mo_in_tract_corticospinal_tract_.left..0.imaging",-0.139477406131552,0.000804695016955163,-0.0504774417573894
"68","heart_shape_SurfaceAreatoVolumeRatio_MYO_ES",0.660531000077878,-0.27893451567365,0.00824632891673932,"brain_bio.weighted.mean_mo_in_tract_corticospinal_tract_.right..0.imaging",-0.138033500901701,-0.0413563200286895,-0.0190175231316807
"69","heart_shape_Sphericity_MYO_ES",-0.0551401597390243,0.430553085648378,0.0845199940599713,"brain_bio.weighted.mean_mo_in_tract_forceps_major.0.imaging",-0.0912148076294735,-0.0992846778443669,-0.0733636954690463
"70","heart_shape_Max3Ddiameter_MYO_ES",-0.635222815101456,-0.123884094431178,-0.0633552176551325,"brain_bio.weighted.mean_mo_in_tract_forceps_minor.0.imaging",-0.0147576659319478,-0.20005947698956,-0.146153135315243
"71","heart_shape_Max2DdiameterSlice_MYO_ES",-0.549744446305681,-0.0440251297918789,-0.0953173766967181,"brain_bio.weighted.mean_mo_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging",-0.0584675260208441,-0.132832961284387,-0.0616915452311462
"72","heart_shape_Max2DdiameterColumn_MYO_ES",-0.796695422381178,-0.156926013717124,-0.0682950508287767,"brain_bio.weighted.mean_mo_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging",-0.200275832310708,-0.0414739452039414,-0.133507202743981
"73","heart_shape_Max2DdiameterRow_MYO_ES",-0.663348377622972,-0.135039464853633,-0.0654834201772503,"brain_bio.weighted.mean_mo_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",-0.168192549159843,-0.115117098058324,-0.0594395468711794
"74","heart_shape_MajorAxis_MYO_ES",-0.796129703636903,-0.14996231693285,-0.0816762017271867,"brain_bio.weighted.mean_mo_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",-0.243642891658615,-0.0975193274203821,-0.0890757047420252
"75","heart_shape_MinorAxis_MYO_ES",-0.773628787801555,-0.170188564110409,-0.113543206269728,"brain_bio.weighted.mean_mo_in_tract_posterior_thalamic_radiation_.left..0.imaging",-0.176644241528468,-0.230137116069675,0.0485195326878331
"76","heart_shape_LeastAxis_MYO_ES",-0.771822939521157,-0.260476538766206,-0.126462393990666,"brain_bio.weighted.mean_mo_in_tract_posterior_thalamic_radiation_.right..0.imaging",-0.228361783178511,-0.101890833742866,-0.027368931004462
"77","heart_shape_Elongation_MYO_ES",0.149595870465706,-0.00381208291508692,-0.0307500877255312,"brain_bio.weighted.mean_mo_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",-0.222220681471191,0.00964816201242348,-0.0853694306693954
"78","heart_shape_Flatness_MYO_ES",0.139428699722923,-0.130974500932519,-0.050431748261086,"brain_bio.weighted.mean_mo_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",-0.293979590463664,0.0167225379627647,-0.0585372519774428
"79","heart_intensity_Energy_MYO_ED",-0.415335356921405,-0.41329796173594,0.529740421286431,"brain_bio.weighted.mean_mo_in_tract_superior_thalamic_radiation_.left..0.imaging",-0.259879027301759,0.142082183739643,0.121312925522087
"80","heart_intensity_TotalEnergy_MYO_ED",-0.457798815347925,-0.369752544859749,0.503063892137563,"brain_bio.weighted.mean_mo_in_tract_superior_thalamic_radiation_.right..0.imaging",-0.291419396578841,0.104497970375404,0.198622891514915
"81","heart_intensity_Entropy_MYO_ED",0.459292814745109,-0.231810826867176,0.0569350977917934,"brain_bio.weighted.mean_mo_in_tract_uncinate_fasciculus_.left..0.imaging",-0.0435196723507239,-0.113576707274499,-0.0687497756599541
"82","heart_intensity_Minimum_MYO_ED",0.0454154092373929,-0.20610839383495,0.531453659467286,"brain_bio.weighted.mean_mo_in_tract_uncinate_fasciculus_.right..0.imaging",-0.100270452679917,-0.140923008101716,-0.0890075322315676
"83","heart_intensity_Percentile10_MYO_ED",-0.137409414358584,-0.375540062070179,0.678611762442814,"brain_bio.weighted.mean_l1_in_tract_acoustic_radiation_.left..0.imaging",-0.0402560092866178,0.0481534814084321,0.0765823797181442
"84","heart_intensity_Percentile90_MYO_ED",0.149726541671889,-0.418155246429575,0.548489300164152,"brain_bio.weighted.mean_l1_in_tract_acoustic_radiation_.right..0.imaging",0.0790233525614628,0.0472753340956778,0.240913504026456
"85","heart_intensity_Maximum_MYO_ED",0.157457287539423,-0.289466878066244,0.382657566828648,"brain_bio.weighted.mean_l1_in_tract_anterior_thalamic_radiation_.left..0.imaging",-0.16294608661771,0.409546698280685,0.453370231391475
"86","heart_intensity_Mean_MYO_ED",-0.0137639893618915,-0.398881527764242,0.669802243246608,"brain_bio.weighted.mean_l1_in_tract_anterior_thalamic_radiation_.right..0.imaging",-0.216052842573509,0.443957408628123,0.396352602028878
"87","heart_intensity_Median_MYO_ED",-0.0569053806540748,-0.372146253020429,0.682303573302509,"brain_bio.weighted.mean_l1_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging",-0.134573144306715,0.0273979996215503,0.061267810105452
"88","heart_intensity_InterquartileRange_MYO_ED",0.382355826165774,-0.0682015880157777,-0.0197499934587771,"brain_bio.weighted.mean_l1_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging",-0.0786678603314036,0.0663345001605868,0.0873950884537999
"89","heart_intensity_Range_MYO_ED",0.160551479893098,-0.276858094368319,0.327342708888086,"brain_bio.weighted.mean_l1_in_tract_corticospinal_tract_.left..0.imaging",-0.153487466335782,0.0599707376398527,0.146568709195399
"90","heart_intensity_MeanAbsoluteDeviation_MYO_ED",0.45332641341439,-0.178570268765818,0.0114726173423705,"brain_bio.weighted.mean_l1_in_tract_corticospinal_tract_.right..0.imaging",-0.146826464244284,0.0508044773148434,0.147385586386502
"91","heart_intensity_RobustMeanAbsoluteDeviation_MYO_ED",0.408823343495064,-0.0864352820714329,-0.0477834150561243,"brain_bio.weighted.mean_l1_in_tract_forceps_major.0.imaging",-0.0697701187838081,-0.0239327687206678,0.184332602148932
"92","heart_intensity_RootMeanSquared_MYO_ED",0.0197929270714467,-0.401835369448919,0.651524290660263,"brain_bio.weighted.mean_l1_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging",-0.120860901282583,0.162806929789637,0.313632970184294
"93","heart_intensity_Skewness_MYO_ED",0.163287579138362,-0.0135556524557461,-0.0581978836897228,"brain_bio.weighted.mean_l1_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging",-0.163768830752156,0.232334753322361,0.27394785519359
"94","heart_intensity_Kurtosis_MYO_ED",-0.0439561805255098,-0.0522392381212578,0.208917330801083,"brain_bio.weighted.mean_l1_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",-0.124111550774354,0.124461363798762,0.300627131525057
"95","heart_intensity_Variance_MYO_ED",0.302608987724564,-0.172826538956342,0.0672005180513455,"brain_bio.weighted.mean_l1_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",-0.159608139907273,0.177801075277079,0.32444778971836
"96","heart_intensity_Uniformity_MYO_ED",-0.390908357173193,0.130586406062852,0.0158562562850657,"brain_bio.weighted.mean_l1_in_tract_posterior_thalamic_radiation_.left..0.imaging",-0.17386921903783,0.189273704105706,0.301101309219224
"97","heart_intensity_Energy_MYO_ES",-0.407156444423855,-0.526688920453728,0.437019639747628,"brain_bio.weighted.mean_l1_in_tract_posterior_thalamic_radiation_.right..0.imaging",-0.180121553886114,0.214558352454013,0.258984537011617
"98","heart_intensity_TotalEnergy_MYO_ES",-0.444001197747105,-0.494029850760933,0.415980638003545,"brain_bio.weighted.mean_l1_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",-0.102065953139853,0.291839691010714,0.282617197455036
"99","heart_intensity_Entropy_MYO_ES",0.107989589026731,-0.377455162291789,-0.0509498300507363,"brain_bio.weighted.mean_l1_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",-0.112840346021515,0.298451990022784,0.241518511497594
"100","heart_intensity_Minimum_MYO_ES",0.0153982183624588,-0.211577764636474,0.476278866243634,"brain_bio.weighted.mean_l1_in_tract_superior_thalamic_radiation_.left..0.imaging",-0.121136160211364,0.385815193754517,0.256265068956256
"101","heart_intensity_Percentile10_MYO_ES",-0.0433823682269753,-0.487955772902107,0.629781108201504,"brain_bio.weighted.mean_l1_in_tract_superior_thalamic_radiation_.right..0.imaging",-0.106011449256498,0.366225640643922,0.273702976992799
"102","heart_intensity_Percentile90_MYO_ES",-0.00709312452777585,-0.584902686995995,0.489247856729961,"brain_bio.weighted.mean_l1_in_tract_uncinate_fasciculus_.left..0.imaging",-0.0788461218253436,0.193734007438514,0.331066167024881
"103","heart_intensity_Maximum_MYO_ES",0.0198960986093336,-0.429116507113684,0.402327981067954,"brain_bio.weighted.mean_l1_in_tract_uncinate_fasciculus_.right..0.imaging",-0.132693153476103,0.223925447346603,0.342793404175644
"104","heart_intensity_Mean_MYO_ES",-0.01781093561454,-0.576041073055238,0.566127062440428,"brain_bio.weighted.mean_l2_in_tract_acoustic_radiation_.left..0.imaging",0.00906498061987389,0.0304882093439812,0.15424953380257
"105","heart_intensity_Median_MYO_ES",-0.0112942346647605,-0.58613167608321,0.549807541089299,"brain_bio.weighted.mean_l2_in_tract_acoustic_radiation_.right..0.imaging",0.195412235090219,-0.00078926041595483,0.285879395990639
"106","heart_intensity_InterquartileRange_MYO_ES",0.0627702420849887,-0.38567149980998,-0.0708774299472925,"brain_bio.weighted.mean_l2_in_tract_anterior_thalamic_radiation_.left..0.imaging",-0.071953259928709,0.441603989455806,0.435373642250562
"107","heart_intensity_Range_MYO_ES",0.0180144322949566,-0.419903312278974,0.321358528579674,"brain_bio.weighted.mean_l2_in_tract_anterior_thalamic_radiation_.right..0.imaging",-0.0671493608330921,0.457410516007072,0.414298361207676
"108","heart_intensity_MeanAbsoluteDeviation_MYO_ES",0.0797451532971096,-0.401694135785569,-0.0326187603660372,"brain_bio.weighted.mean_l2_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging",0.0798092729647115,0.254700035973828,0.176147175481212
"109","heart_intensity_RobustMeanAbsoluteDeviation_MYO_ES",0.0600662333318984,-0.390056199974958,-0.0713771406714098,"brain_bio.weighted.mean_l2_in_tract_corticospinal_tract_.left..0.imaging",0.0966420923992793,0.0897402657825366,0.267259468812155
"110","heart_intensity_RootMeanSquared_MYO_ES",-0.0133689841001332,-0.582254445184154,0.552378797539401,"brain_bio.weighted.mean_l2_in_tract_corticospinal_tract_.right..0.imaging",0.155331636850088,0.0759070858193153,0.272682569809699
"111","heart_intensity_Skewness_MYO_ES",-0.0124271513563457,0.302590712684159,-0.0692575162794284,"brain_bio.weighted.mean_l2_in_tract_forceps_major.0.imaging",-0.0083323318267241,0.0123839856329559,0.166222202663883
"112","heart_intensity_Kurtosis_MYO_ES",0.00807171388028449,0.0342280148659057,0.189634956474366,"brain_bio.weighted.mean_l2_in_tract_forceps_minor.0.imaging",-0.00883355520175965,0.261288144338476,0.246754116441937
"113","heart_intensity_Variance_MYO_ES",0.0632516232145003,-0.299488664568553,0.0205318702991765,"brain_bio.weighted.mean_l2_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging",-0.0775245444060277,0.325352635211707,0.343104685291493
"114","heart_intensity_Uniformity_MYO_ES",-0.0810549079107526,0.313104273367599,0.0939032953209585,"brain_bio.weighted.mean_l2_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging",-0.0474830200804904,0.309238866260064,0.368440357282256
"115","heart_texture_Autocorrelation_glcm_MYO_ED",-0.010097494815729,-0.376905429055302,0.594457458903159,"brain_bio.weighted.mean_l2_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",-0.0811897611499003,0.258534370605271,0.328749947056563
"116","heart_texture_JointAverage_glcm_MYO_ED",-0.0197503446750913,-0.394858228276444,0.621326037504864,"brain_bio.weighted.mean_l2_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",-0.0448585328311665,0.286391243584198,0.388214550532446
"117","heart_texture_ClusterProminence_glcm_MYO_ED",0.0611767988907892,-0.026552889496066,-0.00740151499657967,"brain_bio.weighted.mean_l2_in_tract_posterior_thalamic_radiation_.left..0.imaging",-0.107347257135518,0.384356725344507,0.268446245042844
