"","V1","V2","V3"
"brain_bio.weighted.mean_mo_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",-0.0833125416518271,-0.226393793487555,0.37058236464064
"brain_bio.weighted.mean_mo_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",-0.0838254526267345,-0.204181602288883,0.380751766232825
"brain_bio.weighted.mean_mo_in_tract_posterior_thalamic_radiation_.left..0.imaging",-0.098230046149982,-0.154438285763921,0.304924378142265
"brain_bio.weighted.mean_mo_in_tract_posterior_thalamic_radiation_.right..0.imaging",-0.133706046715524,-0.135656569533707,0.27699474341646
"brain_bio.weighted.mean_mo_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",-0.088245383830952,-0.161929531636207,0.256483738511978
"brain_bio.weighted.mean_mo_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",-0.0862627105345558,-0.145784068963323,0.289584582034656
"brain_bio.weighted.mean_mo_in_tract_superior_thalamic_radiation_.left..0.imaging",-0.156466596023979,-0.013162209896499,0.247138258172922
"brain_bio.weighted.mean_mo_in_tract_superior_thalamic_radiation_.right..0.imaging",-0.152040042550511,-0.0233893287091817,0.261656386000903
"brain_bio.weighted.mean_mo_in_tract_uncinate_fasciculus_.left..0.imaging",-0.0287537616905433,-0.178437327791366,0.0774045719810371
"brain_bio.weighted.mean_mo_in_tract_uncinate_fasciculus_.right..0.imaging",-0.0191252104145012,-0.188205076254571,0.131116577854539
"brain_bio.weighted.mean_l1_in_tract_acoustic_radiation_.left..0.imaging",-0.502542482956905,-0.0154451975222768,0.158324271434376
"brain_bio.weighted.mean_l1_in_tract_acoustic_radiation_.right..0.imaging",-0.575528093375001,0.000511576659960625,0.0494593010752954
"brain_bio.weighted.mean_l1_in_tract_anterior_thalamic_radiation_.left..0.imaging",-0.811881711120304,0.124189959689948,0.185044233883695
"brain_bio.weighted.mean_l1_in_tract_anterior_thalamic_radiation_.right..0.imaging",-0.801422688404725,0.11597303310401,0.204681585491651
"brain_bio.weighted.mean_l1_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging",-0.459498519837696,-0.176982567669366,0.285911656882303
"brain_bio.weighted.mean_l1_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging",-0.482700777030574,-0.16235399756572,0.239560564023408
"brain_bio.weighted.mean_l1_in_tract_corticospinal_tract_.left..0.imaging",-0.571897913993122,-0.14141063513018,0.224426614292839
"brain_bio.weighted.mean_l1_in_tract_corticospinal_tract_.right..0.imaging",-0.578581916886757,-0.149086063143327,0.227623464974102
"brain_bio.weighted.mean_l1_in_tract_forceps_major.0.imaging",-0.470248703925159,-0.0513912757648513,0.204263723143852
"brain_bio.weighted.mean_l1_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging",-0.729185120092319,0.102847477467407,0.325917191106938
"brain_bio.weighted.mean_l1_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging",-0.78752071305628,0.108934415058507,0.311633654915754
"brain_bio.weighted.mean_l1_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",-0.745267376456828,0.145463460972667,0.315355186358454
"brain_bio.weighted.mean_l1_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",-0.7497174204441,0.197966548812363,0.315524508647952
"brain_bio.weighted.mean_l1_in_tract_posterior_thalamic_radiation_.left..0.imaging",-0.688489705468761,0.067183964769021,0.2867269688994
"brain_bio.weighted.mean_l1_in_tract_posterior_thalamic_radiation_.right..0.imaging",-0.715236714056003,0.0606285531864742,0.277886706548889
"brain_bio.weighted.mean_l1_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",-0.786308011288538,0.181909778434116,0.24545130043718
"brain_bio.weighted.mean_l1_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",-0.812095206965427,0.137917383281685,0.234549851333161
"brain_bio.weighted.mean_l1_in_tract_superior_thalamic_radiation_.left..0.imaging",-0.774579694678636,0.0187871718642787,0.162618665694283
"brain_bio.weighted.mean_l1_in_tract_superior_thalamic_radiation_.right..0.imaging",-0.770836277255185,0.00577343244956249,0.176667586641921
"brain_bio.weighted.mean_l1_in_tract_uncinate_fasciculus_.left..0.imaging",-0.619831914866305,0.138450459611081,0.0920752205552225
"brain_bio.weighted.mean_l1_in_tract_uncinate_fasciculus_.right..0.imaging",-0.616447465528416,0.190157294776095,0.158323663578722
"brain_bio.weighted.mean_l2_in_tract_acoustic_radiation_.left..0.imaging",-0.48453237002412,0.219399292992599,0.00582551336255574
"brain_bio.weighted.mean_l2_in_tract_acoustic_radiation_.right..0.imaging",-0.516382101495378,0.207613256026642,-0.115369098662281
"brain_bio.weighted.mean_l2_in_tract_anterior_thalamic_radiation_.left..0.imaging",-0.747142375523511,0.392720868363082,0.0162157604776102
"brain_bio.weighted.mean_l2_in_tract_anterior_thalamic_radiation_.right..0.imaging",-0.75506343539567,0.390513513455378,0.0091975149003208
"brain_bio.weighted.mean_l2_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging",-0.55792810685866,0.360381113096648,-0.12946034747573
"brain_bio.weighted.mean_l2_in_tract_corticospinal_tract_.left..0.imaging",-0.551191840118997,0.223552804448411,-0.132713197681291
"brain_bio.weighted.mean_l2_in_tract_corticospinal_tract_.right..0.imaging",-0.574638627021266,0.204580682150467,-0.182184653888047
"brain_bio.weighted.mean_l2_in_tract_forceps_major.0.imaging",-0.367064143289887,0.258064875171756,0.0847451358341114
"brain_bio.weighted.mean_l2_in_tract_forceps_minor.0.imaging",-0.684081013129054,0.371694281732793,0.0203172233184582
"brain_bio.weighted.mean_l2_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging",-0.706568893452053,0.506479088535131,0.0178732419334651
"brain_bio.weighted.mean_l2_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging",-0.766509613277317,0.489144359245303,0.0112101033024768
"brain_bio.weighted.mean_l2_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",-0.699211649202202,0.486410696926117,0.030890028659761
"brain_bio.weighted.mean_l2_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",-0.721393436736073,0.514024143309095,0.012526291737124
"brain_bio.weighted.mean_l2_in_tract_posterior_thalamic_radiation_.left..0.imaging",-0.649824536962896,0.315643028238437,0.0397727545697618
"brain_bio.weighted.mean_l2_in_tract_posterior_thalamic_radiation_.right..0.imaging",-0.691491037514002,0.301157792319943,0.0246378711968261
"brain_bio.weighted.mean_l2_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",-0.714761874225446,0.491599037975814,0.012123563992721
"brain_bio.weighted.mean_l2_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",-0.759913093818554,0.440558895081862,-0.0230013678478509
"brain_bio.weighted.mean_l2_in_tract_superior_thalamic_radiation_.left..0.imaging",-0.756861777885191,0.217272465596711,-0.125203051078233
"brain_bio.weighted.mean_l2_in_tract_uncinate_fasciculus_.left..0.imaging",-0.563675548317106,0.380915231675782,-0.113878260823075
"brain_bio.weighted.mean_l2_in_tract_uncinate_fasciculus_.right..0.imaging",-0.57791147407035,0.45795974674778,-0.0931842566230822
"brain_bio.weighted.mean_l3_in_tract_acoustic_radiation_.left..0.imaging",-0.460372152586219,0.309729049685107,-0.0197807850573756
"brain_bio.weighted.mean_l3_in_tract_acoustic_radiation_.right..0.imaging",-0.481107074240402,0.289228129984455,-0.161687646101669
"brain_bio.weighted.mean_l3_in_tract_anterior_thalamic_radiation_.left..0.imaging",-0.707145887395717,0.457733084169625,-0.0229534270401007
"brain_bio.weighted.mean_l3_in_tract_anterior_thalamic_radiation_.right..0.imaging",-0.710036567504972,0.458767886073188,-0.0285661943689852
"brain_bio.weighted.mean_l3_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging",-0.493352722450227,0.434844959034027,-0.150518693630816
"brain_bio.weighted.mean_l3_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging",-0.49539623389563,0.407693028289058,-0.153945266928608
"brain_bio.weighted.mean_l3_in_tract_corticospinal_tract_.left..0.imaging",-0.556843870749319,0.325581963252875,-0.122674293066913
"brain_bio.weighted.mean_l3_in_tract_corticospinal_tract_.right..0.imaging",-0.574833716207924,0.304023676601675,-0.188037317554095
"brain_bio.weighted.mean_l3_in_tract_forceps_major.0.imaging",-0.357323950748736,0.302734176225802,0.0873039390789504
"brain_bio.weighted.mean_l3_in_tract_forceps_minor.0.imaging",-0.642753434705913,0.44654650958132,0.00614597912798137
"brain_bio.weighted.mean_l3_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging",-0.670593717475155,0.573355061604046,0.0632183741814672
"brain_bio.weighted.mean_l3_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging",-0.727518013600404,0.543550992383483,0.0613889636524059
"brain_bio.weighted.mean_l3_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",-0.66986239631847,0.555108624410714,0.0996563571164632
"brain_bio.weighted.mean_l3_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",-0.704457210130099,0.563855875831812,0.0749547337387602
"brain_bio.weighted.mean_l3_in_tract_posterior_thalamic_radiation_.left..0.imaging",-0.629440911922948,0.35446710509282,0.114374435199474
"brain_bio.weighted.mean_l3_in_tract_posterior_thalamic_radiation_.right..0.imaging",-0.667970262249734,0.339753846023069,0.0899194245828337
"brain_bio.weighted.mean_l3_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",-0.667846595427134,0.570023056711422,0.0351071809884333
"brain_bio.weighted.mean_l3_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",-0.699757458908258,0.526285324132406,-0.00528611196497148
"brain_bio.weighted.mean_l3_in_tract_superior_thalamic_radiation_.left..0.imaging",-0.75941618274545,0.344470528696934,-0.10823329080697
"brain_bio.weighted.mean_l3_in_tract_superior_thalamic_radiation_.right..0.imaging",-0.74388906192414,0.324432484984229,-0.102504545215879
"brain_bio.weighted.mean_l3_in_tract_uncinate_fasciculus_.left..0.imaging",-0.502986628182697,0.42420186123498,-0.161434475762122
"brain_bio.weighted.mean_l3_in_tract_uncinate_fasciculus_.right..0.imaging",-0.537158886759258,0.494199210670178,-0.130701046121635
"brain_bio.weighted.mean_icvf_in_tract_acoustic_radiation_.left..0.imaging",0.193039917383167,-0.841677580108366,-0.151526520151097
"brain_bio.weighted.mean_icvf_in_tract_acoustic_radiation_.right..0.imaging",0.196660824505269,-0.817257188648147,-0.100512104969953
"brain_bio.weighted.mean_icvf_in_tract_anterior_thalamic_radiation_.left..0.imaging",0.319388099211154,-0.818439809931645,-0.128392144496104
"brain_bio.weighted.mean_icvf_in_tract_anterior_thalamic_radiation_.right..0.imaging",0.318431901616746,-0.820588536562467,-0.118280462544144
"brain_bio.weighted.mean_icvf_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging",0.20478357408652,-0.75138809989578,0.00427686125938819
"brain_bio.weighted.mean_icvf_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging",0.216673825750662,-0.742797943928837,-0.00597564125773541
"brain_bio.weighted.mean_icvf_in_tract_corticospinal_tract_.left..0.imaging",0.0693761192660765,-0.773356398180881,-0.10626920581957
"brain_bio.weighted.mean_icvf_in_tract_corticospinal_tract_.right..0.imaging",0.0740006408094458,-0.768920248135752,-0.0551129333060334
"brain_bio.weighted.mean_icvf_in_tract_forceps_minor.0.imaging",0.279804209631006,-0.841905608752525,-0.167640082621606
"brain_bio.weighted.mean_icvf_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging",0.294623969428806,-0.881316785041117,-0.203806449269012
"brain_bio.weighted.mean_icvf_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging",0.316571669496586,-0.880393217803925,-0.221631067480956
"brain_bio.weighted.mean_icvf_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",0.27198727960994,-0.883715096877065,-0.237677609362472
"brain_bio.weighted.mean_icvf_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",0.346033437386546,-0.843672412494318,-0.2460756213957
"brain_bio.weighted.mean_icvf_in_tract_posterior_thalamic_radiation_.left..0.imaging",0.257750704009769,-0.817261066610648,-0.284416040388432
"brain_bio.weighted.mean_icvf_in_tract_posterior_thalamic_radiation_.right..0.imaging",0.275134635608416,-0.810284065208437,-0.290210932582408
"brain_bio.weighted.mean_icvf_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",0.347565091582392,-0.815562557662804,-0.199374940312532
"brain_bio.weighted.mean_icvf_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",0.345131459138154,-0.811334397293786,-0.184378562231952
"brain_bio.weighted.mean_icvf_in_tract_superior_thalamic_radiation_.left..0.imaging",0.277262418696372,-0.791679753250663,-0.151125085080356
"brain_bio.weighted.mean_icvf_in_tract_superior_thalamic_radiation_.right..0.imaging",0.283761142638343,-0.779135857695831,-0.143015340415725
"brain_bio.weighted.mean_icvf_in_tract_uncinate_fasciculus_.left..0.imaging",0.251613227861874,-0.777134311471001,-0.0369521198927307
"brain_bio.weighted.mean_icvf_in_tract_uncinate_fasciculus_.right..0.imaging",0.326839184586592,-0.757257698961422,-0.0533813822819116
"brain_bio.weighted.mean_od_in_tract_acoustic_radiation_.left..0.imaging",0.0159021887410204,-0.0752126739914942,-0.290275397618488
"brain_bio.weighted.mean_od_in_tract_acoustic_radiation_.right..0.imaging",0.0697374168008109,-0.113381042355445,-0.290602098240967
"brain_bio.weighted.mean_od_in_tract_anterior_thalamic_radiation_.left..0.imaging",0.113922231517651,-0.125145043295955,-0.423413469882199
"brain_bio.weighted.mean_od_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging",0.0208134986561531,0.0966548660212695,-0.341725110919472
"brain_bio.weighted.mean_od_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging",0.029363524778801,0.119095948913407,-0.311934516220727
"brain_bio.weighted.mean_od_in_tract_corticospinal_tract_.left..0.imaging",0.0380890184302318,0.010251086310489,-0.387206370165419
"brain_bio.weighted.mean_od_in_tract_corticospinal_tract_.right..0.imaging",0.0292781408301064,0.00108964340005696,-0.428568560163763
"brain_bio.weighted.mean_od_in_tract_forceps_major.0.imaging",0.0115882840464265,-0.0224057384963689,-0.283856995358696
"brain_bio.weighted.mean_od_in_tract_forceps_minor.0.imaging",0.0287098495120966,-0.129515677230691,-0.448500953866869
"brain_bio.weighted.mean_od_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging",0.0644620688131135,-0.0990989560826559,-0.484966797830221
"brain_bio.weighted.mean_od_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging",0.0810306688516657,-0.13795976706276,-0.500468563245698
"brain_bio.weighted.mean_od_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",0.00142810410779603,-0.202190643850525,-0.540020231359021
"brain_bio.weighted.mean_od_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",0.08244439785053,-0.168165231021911,-0.576171611782914
"brain_bio.weighted.mean_od_in_tract_posterior_thalamic_radiation_.left..0.imaging",0.0141442698950168,-0.20864241645145,-0.431610806934482
"brain_bio.weighted.mean_od_in_tract_posterior_thalamic_radiation_.right..0.imaging",0.0455926772278406,-0.23601593915707,-0.428597617592503
"brain_bio.weighted.mean_od_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",0.146790283280402,0.0533117418518292,-0.441070285765346
"brain_bio.weighted.mean_od_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",0.143449903956097,0.0392113674249818,-0.467083721214308
"brain_bio.weighted.mean_od_in_tract_superior_thalamic_radiation_.right..0.imaging",0.123522157814423,-0.145791252827872,-0.413703307179456
"brain_bio.weighted.mean_od_in_tract_uncinate_fasciculus_.left..0.imaging",-0.0422235775926541,-0.0548094661712771,-0.391313764813648
"brain_bio.weighted.mean_od_in_tract_uncinate_fasciculus_.right..0.imaging",0.0494252971509419,-0.0284850449999479,-0.39815896068407
"brain_bio.weighted.mean_isovf_in_tract_acoustic_radiation_.left..0.imaging",-0.238232596795135,-0.20553614004811,-0.0372059975882565
"brain_bio.weighted.mean_isovf_in_tract_acoustic_radiation_.right..0.imaging",-0.307842168363658,-0.197620481691383,-0.183751507774214
"brain_bio.weighted.mean_isovf_in_tract_anterior_thalamic_radiation_.left..0.imaging",-0.510346836765387,-0.191195019052952,-0.0776417547152117
"brain_bio.weighted.mean_isovf_in_tract_anterior_thalamic_radiation_.right..0.imaging",-0.524491966000542,-0.210324387706593,-0.062589170044273
"brain_bio.weighted.mean_isovf_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging",-0.260378061279937,-0.352046436072277,0.0452581325787499
"brain_bio.weighted.mean_isovf_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging",-0.268915715053018,-0.375141606635501,0.0202955143166988
"brain_bio.weighted.mean_isovf_in_tract_corticospinal_tract_.left..0.imaging",-0.470537904749944,-0.102786513641393,-0.0560659098774575
"brain_bio.weighted.mean_isovf_in_tract_corticospinal_tract_.right..0.imaging",-0.500891010831749,-0.136981558055785,-0.0731473840998454
"brain_bio.weighted.mean_isovf_in_tract_forceps_major.0.imaging",-0.263701097276967,-0.0450565042348323,0.0252657427144996
"brain_bio.weighted.mean_isovf_in_tract_forceps_minor.0.imaging",-0.340256331136971,-0.364936588963095,-0.0690168149936976
"brain_bio.weighted.mean_isovf_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging",-0.495292825228475,-0.309432073116788,-0.081003163306377
"brain_bio.weighted.mean_isovf_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging",-0.522361428398224,-0.349028872770032,-0.128239960821765
"brain_bio.weighted.mean_isovf_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",-0.519167242093307,-0.234680327224741,-0.0809229278924975
"brain_bio.weighted.mean_isovf_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",-0.534005382330633,-0.261226651641419,-0.136145326804748
"brain_bio.weighted.mean_isovf_in_tract_posterior_thalamic_radiation_.left..0.imaging",-0.459247936815442,-0.153490885852802,-0.0385753265273531
"brain_bio.weighted.mean_isovf_in_tract_posterior_thalamic_radiation_.right..0.imaging",-0.474907812198326,-0.201125237686352,-0.0815275212482539
"brain_bio.weighted.mean_isovf_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",-0.624206178677194,-0.0985409370798457,-0.0774492558877251
"brain_bio.weighted.mean_isovf_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",-0.64005878891606,-0.141675626073474,-0.0968399968421555
