"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
"brain_bio.weighted.mean_fa_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging",-0.0518751348292827,-0.0909558785493054,0.0263331793601719,-0.0444546365004211,0.0109267398942309,0.0355003761605769,0.10372385757293,-0.148157537293099,0.198330445779255,0.00758659262479852
"brain_bio.weighted.mean_fa_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging",-0.0489128451841766,-0.08800194228196,0.0231458425736147,-0.0414461182050363,0.0127698572826898,0.0170851037348019,0.111562195604883,-0.154260625765923,0.23957270824265,-0.00630824600103801
"brain_bio.weighted.mean_fa_in_tract_corticospinal_tract_.left..0.imaging",-0.046267199019551,-0.100560683147365,-0.0234381018697668,0.149368084056404,0.00977966181278869,0.012957861418545,0.00659342543010644,0.125016136263356,0.0816447393110916,-0.0264426824285019
"brain_bio.weighted.mean_fa_in_tract_corticospinal_tract_.right..0.imaging",-0.0438203241964274,-0.112684346884148,-0.00654498030293194,0.146903347131028,0.0196795015486121,0.012408235601022,-0.0039312884286556,0.12836713210558,0.0704927425708677,-0.031852662278977
"brain_bio.weighted.mean_fa_in_tract_forceps_major.0.imaging",-0.0584622666889134,-0.0450079705728448,-0.0456325481507335,-0.0190627836088817,-0.129033779353535,-0.0701834418696553,-0.110314064971095,0.129787004931014,0.0369554091725994,-0.0944659180783678
"brain_bio.weighted.mean_fa_in_tract_forceps_minor.0.imaging",-0.0903542449717182,-0.076941165235171,0.00287221785224021,-0.00998479321864676,0.0495170820968279,-0.0630496871630353,0.0611015322732472,0.00288317271999953,0.0181037556270279,0.0544187058814131
"brain_bio.weighted.mean_fa_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging",-0.0935777924459244,-0.0755585480719155,0.0024109916510286,0.000942920827731233,0.0251645584007821,-0.133050786338214,0.0172885763436107,0.0091086690516178,-0.0431373574152311,-0.0175064967177715
"brain_bio.weighted.mean_fa_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",-0.0924426634291403,-0.069236868079437,-0.0193026676466527,-0.00492366086597385,-0.0414499741775572,-0.129022216796915,-0.0213439345810989,0.012223889736731,-0.0489757984023253,-0.00235046353764082
"brain_bio.weighted.mean_fa_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",-0.0974018541385991,-0.0652838327060488,0.00371795525982317,0.0119065619498929,0.0048589349247126,-0.117673258786454,-0.0290911637783771,0.00629262576498392,-0.0430446909292106,-0.0159302773883175
"brain_bio.weighted.mean_fa_in_tract_posterior_thalamic_radiation_.left..0.imaging",-0.0811391336824698,-0.0336665888264434,0.0246395594365507,-0.0594411665626756,0.0263199218852515,-0.151860065969486,-0.107011548452875,0.00814441139898737,-0.0182803625763426,0.0279199940036419
"brain_bio.weighted.mean_fa_in_tract_posterior_thalamic_radiation_.right..0.imaging",-0.0807776117142102,-0.0328891111318923,0.0433840457902548,-0.0272412463184454,0.0654597300238627,-0.146264252923881,-0.1104578956356,-0.00548799919247494,-0.0252520858751265,0.0114605775337569
"brain_bio.weighted.mean_fa_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",-0.090648639130311,-0.0768910843134296,-0.0223169943839493,0.0240561980783205,-0.024681128953691,-0.0844364508668249,0.00999561104388813,-0.0133840939811114,0.00387871870065164,0.00814655866721331
"brain_bio.weighted.mean_fa_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",-0.0894240544236465,-0.0873535432399289,-0.0125942584532811,0.0359206659564082,-0.00609330346072615,-0.0691421157052312,0.0130640330596488,-0.0229274968602797,0.0116378024781123,-0.00580745644922989
"brain_bio.weighted.mean_fa_in_tract_superior_thalamic_radiation_.left..0.imaging",-0.0599221000666972,-0.0851719368535369,-0.000487146871838011,0.168396510553955,0.0676647095889483,-0.019221459363885,-0.032538408552267,0.0153336952951918,0.0720384899667814,0.0201732189425267
"brain_bio.weighted.mean_fa_in_tract_superior_thalamic_radiation_.right..0.imaging",-0.0588152081776164,-0.0872398350364798,0.00838162355338943,0.167337692324491,0.0829532522716337,-0.0349616116143414,-0.0314614154263485,0.028386113199587,0.0721372424320214,0.0166724027421985
"brain_bio.weighted.mean_fa_in_tract_uncinate_fasciculus_.left..0.imaging",-0.0641772606849831,-0.0991436796897273,0.00413037245815144,0.0130201376993332,-0.0676930914940831,-0.00930437786307709,0.0952653090470518,0.0226071690205481,-0.107369329682775,0.0524204354272968
"brain_bio.weighted.mean_fa_in_tract_uncinate_fasciculus_.right..0.imaging",-0.0685981658920881,-0.0940125578424992,0.0214135388365777,0.00547167561675637,0.00936394393393599,-0.0330831157974236,0.083226876467017,0.0199274827476237,-0.0869071531958951,0.0446036659491484
"brain_bio.weighted.mean_md_in_tract_acoustic_radiation_.left..0.imaging",0.0599699537942559,-0.0116600138280392,0.034415048085486,-0.106673601305959,0.0510196328730324,-0.00927453403448216,0.0155680583646839,0.194496228697025,0.0988341758312147,-0.0485573971284985
"brain_bio.weighted.mean_md_in_tract_acoustic_radiation_.right..0.imaging",0.0612878457801379,0.000906310044939659,-0.0129081112862184,-0.119005162831506,0.0168093843666313,-0.0583048958596131,0.0427292556823448,0.172136051298593,0.0932644724931953,0.0159286857680139
"brain_bio.weighted.mean_md_in_tract_anterior_thalamic_radiation_.left..0.imaging",0.101711398870465,-0.0327909216506083,-0.0327082900302172,0.0420297030807296,-0.00233380884106681,-0.0271841710982897,-0.112655545578924,-0.0816736135335307,-0.0102778061698148,-0.0292342873966137
"brain_bio.weighted.mean_md_in_tract_anterior_thalamic_radiation_.right..0.imaging",0.101809900777057,-0.0333297311143473,-0.0310077266553951,0.0373849354924912,-0.0133192797962533,-0.0349916642432782,-0.108100106768416,-0.0874951948202613,-0.00876408768391627,-0.019741849494814
"brain_bio.weighted.mean_md_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging",0.0849379501226081,-0.0313469425798846,-0.016319666965486,-0.066725757722359,-0.124178542979479,-0.0358167194204476,-0.0443054741768862,-0.0255722303729291,-0.000313512696105276,0.0063794503222885
"brain_bio.weighted.mean_md_in_tract_corticospinal_tract_.left..0.imaging",0.0754326594904044,-0.0298200575535806,-0.0086567609177466,-0.0133699997008835,-0.0218592619303134,-0.0622630505399421,-0.00885299092913623,0.0180277527602338,0.00944100984439101,0.288481717571595
"brain_bio.weighted.mean_md_in_tract_corticospinal_tract_.right..0.imaging",0.0748527181407063,-0.0310417825647092,-0.029036126920895,-0.0161373708130185,-0.0451232373812081,-0.0673804331336827,0.00811517752918263,0.0368327314546582,0.00389198654620261,0.287157897260407
"brain_bio.weighted.mean_md_in_tract_forceps_major.0.imaging",0.0495647207305569,-0.0155119409992035,0.0555286592454372,-0.0197176564320437,0.181221083583435,-0.0181132975051121,0.102060656657592,-0.135262468239376,-0.0907642070750442,0.121901252605051
"brain_bio.weighted.mean_md_in_tract_forceps_minor.0.imaging",0.0914701322808418,-0.0365633830890225,-0.0143466735677805,-0.0228495068730197,-0.116078936724578,0.0171744483315988,0.00320268643113097,-0.00153497146977197,0.00121928504294301,-0.0811139541834787
"brain_bio.weighted.mean_md_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging",0.110913955279496,-0.0216614773673527,0.0353860841009184,-0.0042780535351344,0.0585463954764222,0.0185814101569208,0.0154881770834356,-0.0149739497660731,-0.0017221824140496,-0.0517632436512994
"brain_bio.weighted.mean_md_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging",0.112424367429202,-0.0329217260588204,0.0147946937677016,-0.0142187300516327,0.0322419178541813,0.0111057601644493,0.0165831357230772,-0.023894127779402,-0.0132008058958461,-0.0353130805291696
"brain_bio.weighted.mean_md_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",0.106323194957374,-0.0208130998577533,0.0459098205017627,-0.00943226495016976,0.106336969475989,0.0225202309657966,0.029291379191185,0.0153390594710175,0.0111632377557891,-0.0291023597154454
"brain_bio.weighted.mean_md_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",0.110669502388274,-0.0305063980295843,0.0215321016621223,-0.0183783283762771,0.0701709393769988,0.0168940609004028,0.0299603880174911,0.0112954809074919,-0.00141849078586681,-0.0191282317638668
"brain_bio.weighted.mean_md_in_tract_posterior_thalamic_radiation_.left..0.imaging",0.0844027890327785,-0.056588810548408,-0.0225377535565629,0.0813556509204934,0.0689828272052776,0.0623465961542412,0.158149706097245,0.015596880864926,-0.0613634791077862,-0.0472874336381019
"brain_bio.weighted.mean_md_in_tract_posterior_thalamic_radiation_.right..0.imaging",0.0881615035921067,-0.0647028824085453,-0.0386533539086683,0.0586772620641012,0.0282608567358238,0.0601757082632616,0.159704266238234,0.0204970101493494,-0.0631263917253145,-0.0364792476786038
"brain_bio.weighted.mean_md_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",0.11068905712665,-0.0325556284572276,-0.0122087704073756,-0.00583156444373284,-0.0397040810539973,0.0293473738670635,-0.00204208204756331,0.0176625677115497,0.00403907309051509,-0.0198477103394403
"brain_bio.weighted.mean_md_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",0.109543884843475,-0.0352222454107059,-0.0271318181011535,-0.0146108649018302,-0.0530699608871277,0.0168356217362458,0.000469929628828349,0.023003941898045,-0.0034187807654039,-0.00935371494795491
"brain_bio.weighted.mean_md_in_tract_superior_thalamic_radiation_.left..0.imaging",0.0965754155953974,-0.0527403917887063,-0.0854455289511279,0.00998573887587676,-0.0978970433961003,-0.012480445335416,0.020207714611539,0.00389510651561853,-0.0116391937327999,0.0333336656330133
"brain_bio.weighted.mean_md_in_tract_superior_thalamic_radiation_.right..0.imaging",0.0938024030282529,-0.0553538625911286,-0.0870499756070128,0.00621591993457543,-0.125389581482438,-0.0093759186950693,0.0160110482630178,-0.000876979435939737,-0.00947749142679892,0.0419157663688486
"brain_bio.weighted.mean_md_in_tract_uncinate_fasciculus_.right..0.imaging",0.0931358263151468,0.0140258997356561,0.012364723155058,-0.0239055416086807,0.086731545204015,-0.0679052786030371,-0.130375654499977,-0.0260011482294427,0.0818149604404865,-0.0348289121793098
"brain_bio.weighted.mean_mo_in_tract_acoustic_radiation_.left..0.imaging",0.000344657137537951,-0.0299175333869282,-0.0133894267845745,0.0417071644647003,-0.0250126710243438,-0.0373432761559555,-0.0264938579086191,-0.0595280476238296,-0.0209711173310541,-0.0570255560417312
"brain_bio.weighted.mean_mo_in_tract_acoustic_radiation_.right..0.imaging",-0.00108316163169425,-0.0316805353197073,-0.0107156835727771,0.0320361272261496,-0.00810005584554889,-0.0581201803933978,-0.0325652312644415,-0.022295723688799,-0.00223868611749086,-0.050994449862742
"brain_bio.weighted.mean_mo_in_tract_anterior_thalamic_radiation_.left..0.imaging",-0.00371221025980082,-0.0399685672143336,0.0171674818795223,-0.0778032935205018,-0.0112598795996826,-0.102571976592462,0.0337576531797003,-0.0266654362417716,0.0127927368822304,-0.0586158937026328
"brain_bio.weighted.mean_mo_in_tract_anterior_thalamic_radiation_.right..0.imaging",-0.00601637554932539,-0.0429181970894884,0.0287280892170348,-0.0763505218590236,0.00947463413259075,-0.0698498202089875,0.0334777128364867,-0.0283991870581696,0.0176517884043777,-0.0530996255282132
"brain_bio.weighted.mean_mo_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging",-0.0259599085678903,-0.0501949782486616,0.0620358751014664,-0.125004877719581,-0.0363538638608071,0.0416643220879781,0.0864958146757025,-0.102663520278415,0.160907576337404,-0.00182534606960691
"brain_bio.weighted.mean_mo_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging",-0.0242805589720489,-0.052384558532617,0.0424637649788576,-0.118547592473819,-0.0444942561823635,0.0343784486759294,0.0964404667446279,-0.115589463184231,0.207853272838985,-0.0185860396353162
"brain_bio.weighted.mean_mo_in_tract_corticospinal_tract_.left..0.imaging",-0.00107954931469667,-0.0671418284321837,0.000223588969375157,0.149636915152601,0.0079762711512394,-0.0044579994762813,-0.00169433249232495,0.121503141226168,0.111948095552681,0.0862072270682384
"brain_bio.weighted.mean_mo_in_tract_corticospinal_tract_.right..0.imaging",-0.00183947231870259,-0.068775215159413,0.013250644527355,0.140856061196473,0.0157930062758819,-0.0164443433536173,-0.00910406950921198,0.136761873571948,0.108974494428995,0.0902043151754473
"brain_bio.weighted.mean_mo_in_tract_forceps_major.0.imaging",-0.0091448213223015,-0.0178483827658162,0.0245651323077208,-0.0733873320293384,-0.060906961447277,-0.0617419708947328,-0.0503564966132029,0.0453376434618352,-0.0609880095092036,-0.0208213821677018
"brain_bio.weighted.mean_mo_in_tract_forceps_minor.0.imaging",-0.0175788914716076,-0.030399210609247,0.0217723753161956,-0.0791589781093933,-0.0470680590778735,-0.04043418911728,0.0789125573528861,0.000766683333027123,0.0190574230271387,-0.0285599963425694
"brain_bio.weighted.mean_mo_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging",-0.0162839701535054,-0.0717455025944064,0.0570539697234041,-0.0660817263537832,-0.0455442670108322,-0.0849878200141739,0.0483947185179039,-0.0198109169705015,-0.0957244853285742,-0.0771236753516991
"brain_bio.weighted.mean_mo_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging",-0.0128249944455594,-0.0717971042342957,0.0519374159959555,-0.0779403510321688,-0.0327246371561327,-0.0611751868027541,0.0390995840303158,-0.0474928700401005,-0.0980753642988963,-0.105668198196317
"brain_bio.weighted.mean_mo_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",-0.0123082693104748,-0.0812918132495465,0.0575834814512571,-0.00320968439305151,-0.0636929951195466,-0.0279059886700037,-0.0114601307593037,-0.00603366778206502,-0.0830636190351852,-0.0793779493141853
"brain_bio.weighted.mean_mo_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",-0.00903017482921936,-0.0828375897394272,0.0614739501382312,-0.00720335265977925,-0.0501580330339314,-0.0228259193178893,-0.0198942419951003,-0.0255378251521754,-0.101266751313765,-0.0799748306686514
"brain_bio.weighted.mean_mo_in_tract_posterior_thalamic_radiation_.left..0.imaging",-0.00319972534305978,-0.0600293181872509,0.07667621004741,-0.106348952083639,0.00866528171854899,-0.0411163600698345,0.0130487125918272,-0.0045952777371213,-0.129149298494126,-0.0429005979657725
"brain_bio.weighted.mean_mo_in_tract_posterior_thalamic_radiation_.right..0.imaging",0.00115519827172136,-0.0599453982253154,0.0629612587740444,-0.0888370707466588,-0.00165465772220918,-0.0452552847982018,0.00908348544259053,-0.0393551308089657,-0.150599994236538,-0.0727569757327362
"brain_bio.weighted.mean_mo_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",-0.00494095369059676,-0.0750505884935499,-0.00228779612279985,0.0714456826213457,-0.0566126010794564,-0.00286287910515355,-0.011653838748493,-0.0620578544084402,0.0101495675554248,-0.0213023725630907
"brain_bio.weighted.mean_mo_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",-0.0041769557847712,-0.0772816029642072,0.00581178949861612,0.0747806485481121,-0.0308836314441963,-0.000469703052902954,-0.00686196469805009,-0.0672981405426177,0.00585597782156221,-0.00778301036232602
"brain_bio.weighted.mean_mo_in_tract_superior_thalamic_radiation_.left..0.imaging",0.0117255693339453,-0.0564563264811716,0.0127136441972377,0.158978784761175,0.0786101913030584,0.0185368917506961,-0.0347715693126183,0.00736523093175095,0.0892203352325295,0.0656801949370976
"brain_bio.weighted.mean_mo_in_tract_superior_thalamic_radiation_.right..0.imaging",0.0106379064926227,-0.0593991904532689,0.015444687802909,0.15820015186999,0.0667137744177916,0.0186040273944695,-0.0449434386810438,0.00361671489935292,0.0908357626153778,0.0711943226902536
"brain_bio.weighted.mean_mo_in_tract_uncinate_fasciculus_.left..0.imaging",-0.0134643117520591,-0.0194188029556224,0.0268918368528552,-0.00711029808934334,0.0252346495262737,-0.0543581405551036,0.00922693552112543,0.0031835132390557,-0.0935833281934853,0.0495660938159041
"brain_bio.weighted.mean_mo_in_tract_uncinate_fasciculus_.right..0.imaging",-0.0168554607766322,-0.0266364174407293,0.040560060209841,-0.018545542935661,0.0273883595233145,-0.05098364298642,0.0139025643394602,-0.0101421851270476,-0.0725795472809024,0.0399476591464211
"brain_bio.weighted.mean_l1_in_tract_acoustic_radiation_.left..0.imaging",0.0435065133134615,-0.0546289769364527,0.0230349320502292,-0.0729505207432067,0.0267728849514851,-0.0317526600558655,-0.00885208359781162,0.149200911700709,0.0880883530688223,-0.070167435768607
"brain_bio.weighted.mean_l1_in_tract_acoustic_radiation_.right..0.imaging",0.0500022922926587,-0.0447423732927185,-0.0166823300305003,-0.0902077288598415,0.013473271800485,-0.0786040518942412,0.0176871636276598,0.144704260098668,0.0847340904329602,-0.00329736073542383
"brain_bio.weighted.mean_l1_in_tract_anterior_thalamic_radiation_.left..0.imaging",0.089249805619909,-0.0839577057173782,-0.0279386258300982,0.0323455539027864,-0.00201456023303606,-0.0803990774822729,-0.0930271789351723,-0.0725261070625658,0.00211783412999993,-0.0356208621194598
"brain_bio.weighted.mean_l1_in_tract_anterior_thalamic_radiation_.right..0.imaging",0.0870073639968081,-0.0869975118049815,-0.0256296436691799,0.0363302821624745,-0.00904148478998588,-0.079202574241897,-0.0911328575824943,-0.0749916042930752,0.00112374834583509,-0.0295774032999845
"brain_bio.weighted.mean_l1_in_tract_cingulate_gyrus_part_of_cingulum_.left..0.imaging",0.0282147533913522,-0.102914456799256,0.0116638698475098,-0.104388663800505,-0.106258528710811,-0.0042074518828592,0.0567542985292985,-0.145040838654186,0.165633023079592,0.0119686787397285
"brain_bio.weighted.mean_l1_in_tract_cingulate_gyrus_part_of_cingulum_.right..0.imaging",0.0304501856509571,-0.0959001024942922,-0.00125274225081138,-0.0983567539336795,-0.11595640360781,-0.0165250369510477,0.0792462064547969,-0.140794600901265,0.195401717735146,-0.000680246509265987
"brain_bio.weighted.mean_l1_in_tract_corticospinal_tract_.left..0.imaging",0.0419215693808074,-0.0986251913355576,-0.00925466778999408,0.102565097283179,-0.00258923372313917,-0.0537631190160118,-0.0123369038682535,0.107668026620288,0.0873891958600664,0.244518550492785
"brain_bio.weighted.mean_l1_in_tract_corticospinal_tract_.right..0.imaging",0.0417446123624497,-0.102960064511177,-0.0128796440183409,0.0962393401897065,-0.00472206218859729,-0.0645578308883328,-0.00520887923630515,0.12770321926705,0.0744169946219085,0.240221325352731
"brain_bio.weighted.mean_l1_in_tract_forceps_major.0.imaging",0.0349760699658068,-0.0544200239540833,0.04972343244818,-0.0481303232991551,0.146597827079783,-0.0781288297412032,0.0628609152444076,-0.0795864224484957,-0.0979316050372397,0.0910227401618095
"brain_bio.weighted.mean_l1_in_tract_inferior_fronto.occipital_fasciculus_.left..0.imaging",0.0835556682101973,-0.0934760972701989,0.0568058478841987,-0.0302730059034382,0.0612188108883736,-0.0844529992316574,0.0401616468278626,-0.00803918171954922,-0.0446002328750787,-0.0735197949651845
"brain_bio.weighted.mean_l1_in_tract_inferior_fronto.occipital_fasciculus_.right..0.imaging",0.088091481638951,-0.0951091665633346,0.0381286754066483,-0.0296785962685282,0.0589557849662151,-0.0802305145808272,0.0364571468677792,-0.021661702976567,-0.0503585462066691,-0.065478781305564
"brain_bio.weighted.mean_l1_in_tract_inferior_longitudinal_fasciculus_.left..0.imaging",0.0860728503980353,-0.0802948740399924,0.0654560654070383,-0.021810675652048,0.107320137182082,-0.0577981458532898,0.0277603969469441,0.0307042869496986,-0.0247540072015588,-0.0512403925116124
"brain_bio.weighted.mean_l1_in_tract_inferior_longitudinal_fasciculus_.right..0.imaging",0.0903595695180298,-0.0872917580457111,0.0473178910568515,-0.0247878317660009,0.0900797738688577,-0.0571895743869315,0.02460221830601,0.021484457177496,-0.0384149807678019,-0.0430390681280445
"brain_bio.weighted.mean_l1_in_tract_posterior_thalamic_radiation_.left..0.imaging",0.0698835216227914,-0.0952247056966222,0.00728234225155448,0.0489979821952165,0.0985624275054808,-0.00536081218267562,0.147105181401723,0.0288899005139881,-0.0942862581790026,-0.0538757567765683
"brain_bio.weighted.mean_l1_in_tract_posterior_thalamic_radiation_.right..0.imaging",0.0726950411680474,-0.100985747795913,-0.00472918199608213,0.0351839279853783,0.0669966734038154,-0.00945495898580882,0.144093803922762,0.0241575097556066,-0.101988692030667,-0.0473865936657058
"brain_bio.weighted.mean_l1_in_tract_superior_longitudinal_fasciculus_.left..0.imaging",0.0923963942090114,-0.0974572516118009,-0.0246822192043906,0.0164995539504025,-0.0747738115774512,-0.0154382515468794,0.00364028346581338,0.00774359964830204,0.00897271683555536,-0.0233238581269004
"brain_bio.weighted.mean_l1_in_tract_superior_longitudinal_fasciculus_.right..0.imaging",0.0913041397541784,-0.103527084011361,-0.0389352105852877,0.00959586799683681,-0.0819594303869059,-0.0202428526433959,0.00955836301525276,0.00881709614946308,0.00256211433960202,-0.015860731474007
"brain_bio.weighted.mean_l1_in_tract_superior_thalamic_radiation_.left..0.imaging",0.0753891759965766,-0.102267287473105,-0.079346056362019,0.108692771691447,-0.0631799020037691,-0.0193812813972375,-0.000784063422815953,0.0115631292449458,0.0352373439484611,0.0464086602707694
"brain_bio.weighted.mean_l1_in_tract_superior_thalamic_radiation_.right..0.imaging",0.074310104462264,-0.106912670680134,-0.0801892434258047,0.101665579372455,-0.0897236471943252,-0.02389161520965,-0.00426497202444501,0.0121804636772451,0.0347363779880435,0.055139439759682
"brain_bio.weighted.mean_l1_in_tract_uncinate_fasciculus_.left..0.imaging",0.0695359626072362,-0.0224143978666001,0.0307867585538768,-0.0366146685492182,0.160790421186392,-0.104052996643597,-0.13055290360041,-0.0139752066625498,0.0585662881599866,-0.00447222642886716
"brain_bio.weighted.mean_l1_in_tract_uncinate_fasciculus_.right..0.imaging",0.075915234113159,-0.043019501246395,0.0394390723988719,-0.0328999517031274,0.114621755006526,-0.11590452133545,-0.107384037255187,-0.0209382601061169,0.0404335164950251,-0.00926721954671566
